image_id,latex_gt,latex_pred,correct_exact,render_success,inference_time_ms,error_type,note
frac_0000328.png,\partial _ { \pm } = \frac { 1 } { 2 } \left( \partial _ { \tau } \pm \partial _ { \sigma } \right),\bar { \partial } _ { \pm } = \frac { 1 } { 2 } \left( \bar { \partial } _ { \bar { \tau } } \pm \bar { \partial } _ { \bar { \sigma } } \right),0,1,3398.200511932373,bracket_mismatch,failed: bracket_mismatch
frac_0000404.png,\Delta = - D ^ { 2 } - \frac { \mathrm { i } } 2 \sigma _ { \mu \nu } F _ { \mu \nu } .,\Delta = - D ^ { 2 } - { \frac { \mathrm { i } } { 2 } } \sigma _ { \mu \nu } F _ { \mu \nu } .,0,1,2731.2984466552734,bracket_mismatch,failed: bracket_mismatch
frac_0000480.png,\delta \phi = 2 \alpha \frac { H _ { e } ^ { 2 } } { m ^ { 2 } ( \phi _ { 0 } ) } ( \cos ( m ( \phi _ { 0 } ) ( \tau - \tau _ { e } ) ) - ( \frac { \tau _ { e } } { \tau } ) ^ { 2 } ) - \alpha \frac { H _ { e } ^ { 3 } } { m ( \phi _ { 0 } ) ^ { 3 } } \sin ( m ( \phi _ { 0 } ) ( \tau - \tau _ { e } ) ),"\delta \phi = 2 \tilde { u } \frac { H _ { \ell } ^ { 2 } } { \tilde { m } ^ { 2 } ( \phi _ { 0 } ) } ( \tilde { m } ( \phi _ { 0 } ) | \tilde { u } | = \tilde { \tau } _ { \ell } ) \Big ) = \Big ( \frac { \tilde { \tau } _ { \ell } } { \pi } \Big ) ^ { 2 } \tilde { \tau } = \tilde { U } \frac { H _ { \ell } ^ { 3 } } { | \tilde { m } | \left( \frac { 1 } { \tilde { \tau } _ { 0 } } \right) ^ { 3 } } \sin \left( \tilde { m } \left( \frac { 1 } { \tilde { \tau } _ { 0 } } \right) \right) \Big ( \overline { { \tau } } = \overline { { \tau } } _ { \ell } \Big ) ,",0,0,14020.970106124878,bracket_mismatch,failed: bracket_mismatch
frac_0000496.png,r = \frac { \alpha } { \beta } \vert \sin \beta \left( \sigma - \sigma _ { 0 } \right) \vert,r = \frac { \alpha } { \beta } | \sin \beta \left( \sigma - \sigma _ { 0 } \right) |,0,1,2124.0077018737793,other_structure_error,failed: other_structure_error
supsub_0000030.png,S \sim \tilde { \psi } Q _ { o } \tilde { \psi } + g _ { s } ^ { 1 / 2 } \tilde { \psi } ^ { 3 } + \tilde { \phi } Q _ { c } \tilde { \phi } + g _ { s } \tilde { \phi } ^ { 3 } + \tilde { \phi } B ( g _ { s } ^ { 1 / 2 } \tilde { \psi } ) + \cdots .,\int \limits _ { \log ( 1 ) } ^ { \infty } \sqrt { ( \int \limits _ { 0 } ^ { \infty } \| y \| ^ { 2 } ) ^ { 2 } } + \int \limits _ { 0 } ^ { \infty } \| y \| ^ { 2 } + \int \limits _ { \log ( 1 ) } ^ { \infty } \| y \| ^ { 2 } + \| y \| ^ { 2 } \| \| y \| + \cdots,0,0,6820.393323898315,sqrt_structure,failed: sqrt_structure
supsub_0000069.png,"g _ { J _ { 1 } \, J _ { 2 } } ^ { J } \bigl ( J _ { 1 } , M _ { 1 } ; J _ { 2 } , M _ { 2 } \vert J _ { 1 } , J _ { 2 } ; J , M _ { 1 } + M _ { 2 } \bigr ) \, \Bigl ( \xi _ { M _ { 1 } + M _ { 2 } } ^ { ( J ) } ( \sigma _ { 1 } ) + \mathrm { d e s c e n d a n t s } \Bigr ) \Bigr \} ,","\int \limits _ { \bar { y } _ { 1 } } ^ { \bar { y } } \int \limits _ { \bar { y } _ { 1 } } \left| \int \limits _ { \bar { y } _ { 1 } } \left| \int \limits _ { \bar { y } _ { 1 } } \left| \int \limits _ { \bar { y } _ { 1 } } \left| \int \right| _ { \bar { y } _ { 1 } } \left| \bar { y } _ { \bar { y } _ { 1 } } \right| \right| _ { \bar { y } _ { 1 } } \right| \left| \int \limits _ { \bar { y } _ { 1 } } \left| \int \right| _ { \bar { y } _ { 1 } = \bar { y } _ { 1 } } \left| \bar { y } _ { \bar { 1 } } \right| + \left| \int \limits _ { \bar { y } _ { 1 } = \bar { y } _ { 1 } } \left| \bar { y } _ { 1 } \right| \left| \bar { y } _ { 1 } \right| \left| \bar { y } _ { 1 } \right| \right| _ { \bar { y } _ { 1 } } \right| \right) ,",0,0,17305.615186691284,bracket_mismatch,failed: bracket_mismatch
supsub_0000160.png,"g x ( \alpha \cdot q , \xi ) \to \left\{ \begin{array} { c l } { { \mathrm { f i n i t e } , } } & { { \mathrm { f o r } \quad \pm \alpha _ { i } \in \Pi \quad ( \delta \leq 1 / h ) \quad \mathrm { a n d } \ \pm \alpha _ { h } \quad ( \delta = 1 / h ) , } } \\ { { 0 , } } & { { \mathrm { o t h e r w i s e , } } } \end{array} \right.","\aligned \theta ^ { n } ( 0 \leq q , \xi ) \endaligned \left\{ \begin{array} { l l } { \hat { \| } \| \| \hat { \theta } _ { j } } & { \hat { \| } \| ~ \pm \hat { U } _ { j } \in \prod _ { i } \ \left\langle \hat { \| } \leq \hat { \| } \| _ { i } \right\rangle \ \| \| \hat { \textbf { \i } } \| \| \pm \hat { U } _ { i } \ \left\langle \hat { \| } = \hat { \| } \right\rangle _ { j } } \\ { \hat { \| } _ { j } } & { \| \| \theta \| \| \theta \| \| \theta _ { j } } \end{array} \right. \endaligned",0,0,11473.482370376587,superscript_subscript,failed: superscript_subscript
supsub_0000190.png,"\left( A _ { 0 } , A _ { 1 } , \phi , \pi _ { 0 } , \pi _ { 1 } , \pi _ { \phi } \right) \longleftrightarrow \left( \xi _ { 1 } , . . . , \xi _ { 6 } \right) ,","\begin{array} { r } { \left( A _ { 0 } , A _ { 1 } , \underline { { \vec { \Psi } } } , \overline { { \vec { \pi } _ { 0 } } } , \overline { { \vec { \pi } _ { 1 } } } , \overline { { \vec { \pi } _ { \frac { 1 } { \sqrt { 2 } } } } } \right) \mapsto \left( \xi _ { 1 } , . . . , \xi _ { 2 } \right) , } \end{array}",0,0,7508.060932159424,fraction_structure,failed: fraction_structure
supsub_0000313.png,"{ \cal R } = { \cal R } _ { r } \sin \eta , ~ ~ ~ \tau = { \cal R } _ { r } ( 1 - \cos \eta ) .","R _ { 1 } = R _ { 1 } \sin \eta _ { 1 } , ~ ~ \bar { 1 } = R _ { 1 } \vert 1 - \cos \eta _ { 1 } ,",0,1,3055.516242980957,bracket_mismatch,failed: bracket_mismatch
supsub_0000357.png,"\delta _ { { \hat { \xi } } _ { 2 } } L [ { \hat { \xi } } _ { 1 } ] = \left\{ L [ { \hat { \xi } } _ { 2 } ] , L [ { \hat { \xi } } _ { 1 } ] \right\} = L [ \{ { \hat { \xi } } _ { 1 } , { \hat { \xi } } _ { 2 } \} _ { \mathrm { \scriptsize ~ S D } } ] + K [ { \hat { \xi } } _ { 1 } , { \hat { \xi } } _ { 2 } ]",H _ { 1 } = [ \sqrt { \frac { 1 } { 2 } } ] { \Bigg \{ } \Bigg \} = \left\{ \prod _ { n = 1 } ^ { n } \left\{ \left[ \sqrt { \frac { 1 } { 2 } } \right] _ { 1 } \left[ \sqrt { \frac { 1 } { 2 } } \right] \right\} = \prod _ { n = 1 } ^ { n } \left[ \left[ \sqrt { \frac { 1 } { 2 } } \sqrt { \frac { 1 } { 2 } } \right] _ { 1 } \left[ \sqrt { \frac { 1 } { 2 } } \right] + \prod _ { n = 1 } ^ { n } \left\{ \left[ \sqrt { \frac { 1 } { 2 } } \right] _ { 1 } \left[ \sqrt { \frac { 1 } { 2 } } \right] \right\} \right],0,0,12455.086946487427,fraction_structure,failed: fraction_structure
supsub_0000838.png,2 \kappa _ { 1 1 } { } ^ { 2 } T _ { 3 } { \tilde { T } } _ { 6 } = 2 \pi n,2 { \kappa _ { 1 1 } } ^ { 2 } T _ { 3 } \tilde { T } _ { 6 } = 2 \pi n,0,1,2286.742687225342,bracket_mismatch,failed: bracket_mismatch
supsub_0000850.png,"( c _ { 0 } ^ { ( 1 ) } + c _ { 0 } ^ { ( 2 ) } + c _ { 0 } ^ { ( 3 ) } ) | V _ { 3 } \rangle = 0 , \ \ c _ { 0 } | I \star A \rangle = | I \star ( c _ { 0 } A ) \rangle , \ \ \forall A",u _ { j } = u _ { j } + v _ { j } + v _ { j } \Rightarrow u _ { j } = u _ { j } u _ { j } + v _ { j } = u _ { j } + v _ { j } = u _ { j } + v _ { j } = u _ { j } + v _ { j } = u,0,1,4729.930639266968,superscript_subscript,failed: superscript_subscript
supsub_0001141.png,"\sigma _ { a b } = m ^ { 2 } \delta _ { a b } + v _ { a b } ,","\sigma _ { a b } = m ^ { 2 } \delta _ { a b } + v _ { a b } ,",1,1,1873.6882209777832,none,good
supsub_0001170.png,\mathcal { F } _ { \mu \nu } ^ { a } = \left( \begin{array} { c c c c c c c } { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } \\ { { 0 } } & { { 0 } } & { { \mathcal { F } _ { 1 2 } ^ { a } } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } \\ { { 0 } } & { { - \mathcal { F } _ { 1 2 } ^ { a } } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } \\ { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { \mathcal { F } _ { 3 4 } ^ { a } } } & { { 0 } } & { { 0 } } \\ { { 0 } } & { { 0 } } & { { 0 } } & { { - \mathcal { F } _ { 3 4 } ^ { a } } } & { { 0 } } & { { 0 } } & { { 0 } } \\ { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { \mathcal { F } _ { 5 6 } ^ { a } } } \\ { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { - \mathcal { F } _ { 5 6 } ^ { a } } } & { { 0 } } \end{array} \right) .,\mathcal { F } _ { \mu \nu } ^ { a } = \left( \begin{array} { c c c c c c c } { 0 } & { 0 } & { 0 } & { 0 } & { 0 } & { 0 } & { 0 } \\ { 0 } & { 0 } & { \mathcal { F } _ { 1 2 } ^ { a } } & { 0 } & { 0 } & { 0 } & { 0 } \\ { 0 } & { - \mathcal { F } _ { 1 2 } ^ { a } } & { 0 } & { 0 } & { 0 } & { 0 } & { 0 } \\ { 0 } & { 0 } & { 0 } & { 0 } & { \mathcal { F } _ { 3 4 } ^ { a } } & { 0 } & { 0 } \\ { 0 } & { 0 } & { 0 } & { - \mathcal { F } _ { 3 4 } ^ { a } } & { 0 } & { 0 } & { 0 } \\ { 0 } & { 0 } & { 0 } & { 0 } & { 0 } & { 0 } & { \mathcal { F } _ { 5 6 } ^ { a } } \\ { 0 } & { 0 } & { 0 } & { 0 } & { 0 } & { - \mathcal { F } _ { 5 6 } ^ { a } } & { 0 } \end{array} \right) .,0,0,19928.712129592896,bracket_mismatch,failed: bracket_mismatch
sqrt_0001221.png,w ( m ) = w _ { 0 } ( m \sqrt { \alpha \prime } ) ^ { - a } e ^ { b m \sqrt { \alpha \prime } },w ( m ) = w _ { 0 } ( m \sqrt { a } ) ^ { \! \! \! - \alpha } e ^ { \ln \sqrt { a } },0,1,2689.6698474884033,other_structure_error,failed: other_structure_error
sqrt_0003941.png,2 ( \lambda ^ { \prime } R ) ^ { \prime } = R ^ { - 1 } \mathrm { e } ^ { - \sqrt { 2 } \Phi } \rho \tilde { Q } ^ { 2 } + R ^ { - 1 } \mathrm { e } ^ { \sqrt { 2 } \Phi } \rho P ^ { 2 },\vert A \vert P \vert \vert = [ 1 - ( - 1 ) ^ { 2 } - ( 2 - 1 ) \sqrt { 2 } ] { \vert 1 \vert } + [ 1 - ( - 1 ) \sqrt { 2 } ] { \vert 1 \vert },0,1,3978.3599376678467,bracket_mismatch,failed: bracket_mismatch
sqrt_0018554.png,"J _ { + } = \sqrt { 2 j } a ^ { \dagger } , \quad J _ { - } = \sqrt { 2 j } a , \quad \zeta = ( 2 j ) ^ { - 1 / 2 } \alpha ,","V _ { 1 } = \sqrt { 2 } \sqrt { 4 } , V _ { 2 } = \sqrt { 2 } \sqrt { 4 } , \zeta = \sqrt { 2 } \sqrt { 4 }",0,1,3108.4365844726562,superscript_subscript,failed: superscript_subscript
sqrt_0019646.png,"\mathcal { L } _ { B } I = \sqrt { \operatorname * { d e t } ( \eta + b F ^ { \mu \nu } ) } = \sqrt { \operatorname * { d e t } H _ { \mu \nu } } ,","{ \mathcal { L } } _ { B } I = { \sqrt { \operatorname* { d e t } ( { \eta + { b } } F ^ { \mu \nu } ) } } = { \sqrt { \operatorname* { d e t } H _ { \mu \nu } } } ,",0,0,3928.438901901245,bracket_mismatch,failed: bracket_mismatch
sqrt_0024792.png,"\left\{ \begin{array} { r c l } { { d \hat { s } ^ { 2 } } } & { { = } } & { { R _ { 2 } ^ { 2 } \, d \Pi _ { ( 2 ) } ^ { 2 } - ( 2 R _ { 2 } ) ^ { 2 } \, d \Omega _ { ( 3 ) } ^ { 2 } \, , } } \\ { { } } & { { } } & { { } } \\ { { \hat { \mathcal { F } } _ { \chi \phi } } } & { { = } } & { { \sqrt { 3 } R _ { 2 } \, \mathrm { c h } \chi \, , } } \end{array} \right.","\left\{ \begin{array} { r c l } { { d \hat { s } ^ { 2 } } } & { { = } } & { { R _ { 2 } ^ { 2 } \, d \Pi _ { ( 2 ) } ^ { 2 } - ( 2 R _ { 2 } ) ^ { 2 } \, d \Omega _ { ( 3 ) } ^ { 2 } \, , } } \\ { { } } & { { } } & { { } } \\ { { \hat { \mathcal { F } } _ { \chi \phi } } } & { { = } } & { { \sqrt { 3 } R _ { 2 } \, \mathrm { c h } \chi \, , } } \end{array} \right.",1,0,9846.790790557861,none,good
sqrt_0033831.png,"\begin{array} { r c l c r c l c } { { \left[ K _ { a } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { \quad . \quad } } & { { \left[ K _ { a } , P _ { - } \right] } } & { { = } } & { { - \sqrt { 2 } P _ { a } } } & { { \quad . } } \\ { { \left[ L _ { a b } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { \quad . \quad } } & { { \left[ L _ { a b } , P _ { - } \right] } } & { { = } } & { { 0 } } & { { \quad . } } \\ { { \left[ K _ { \mu } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { \quad . \quad } } & { { \left[ K _ { \mu } , P _ { - } \right] } } & { { = } } & { { - \sqrt { 2 } P _ { \mu } } } & { { \quad . } } \\ { { \left[ L _ { \mu \nu } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { \quad . \quad } } & { { \left[ L _ { \mu \nu } , P _ { - } \right] } } & { { = } } & { { 0 } } & { { \quad . } } \\ { { \left[ \Delta , P _ { + } \right] } } & { { = } } & { { P _ { + } } } & { { \quad . \quad } } & { { \left[ \Delta , P _ { - } \right] } } & { { = } } & { { - P _ { - } } } & { { \quad . } } \end{array}","\begin{array} { r c l c r c l } { { \left[ K _ { a } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { . } } & { { \left[ K _ { a } , P _ { - } \right] } } & { { = } } & { { - \sqrt { 2 } P _ { a } } } & { { . } } \\ { { \left[ L _ { a b } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { . } } & { { \left[ L _ { a b } , P _ { - } \right] } } & { { = } } & { { 0 } } \\ { { \left[ K _ { \mu } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { . } } & { { \left[ K _ { \mu } , P _ { - } \right] } } & { { = } } & { { - \sqrt { 2 } P _ { \mu } } } & { { . } } \\ { { \left[ L _ { \mu \nu } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { . } } & { { \left[ L _ { \mu \nu } , P _ { - } \right] } } & { { = } } & { { 0 } } & { { . } } \\ { { \left[ \Delta , P _ { + } \right] } } & { { = } } & { { P _ { + } } } & { { . } } & { { \left[ \Delta , P _ { - } \right] } } & { { = } } & { { - P _ { - } } } \end{array}",0,0,26298.260927200317,bracket_mismatch,failed: bracket_mismatch
sqrt_0043327.png,"\left\{ \Delta ( f ^ { - 1 } ) = 0 , ~ \mathrm { f o r } ~ - \omega \le k _ { 0 } \le \omega ~ , ~ \omega = + \sqrt { \vec { k } ^ { 2 } } ~ \mathrm { w h e n } ~ m = 0 \right\}","\left\{ \bigcup _ { i = 1 } ^ { n - 1 } \left[ { \left( \Vert \mathbf { i } \Vert ^ { n } = \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { n } = \left\Vert \mathbf { i } \right\Vert _ { 2 } ^ { \ell } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } \left\Vert \mathbf { i } \right\Vert _ { 1 } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { n } \left\Vert \mathbf { i } \right\Vert _ { 1 } \left\Vert \mathbf { i } \right\Vert _ { 1 } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { n } = \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } \left\Vert \mathbf { i } \right\Vert _ { 1 } \left\Vert \mathbf { i } \right\Vert _ { 1 } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { n } \right\Vert _ { 1 } = \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } \left\Vert \mathbf { i } \right\Vert _ { 1 } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { n } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } = \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } , \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell } = \left\Vert \mathbf { i } \right\Vert _ { 1 } ^ { \ell }",0,0,30290.99416732788,sqrt_structure,failed: sqrt_structure
sqrt_0044415.png,"\xi _ { F I , 1 } ^ { 5 _ { 3 } } \sim ( 2 i \sqrt { 3 } ) \mathrm { T r } \tilde { B } _ { 2 } ^ { 5 _ { 3 } } ( \phi _ { 1 , 1 , 1 } + \phi _ { 1 , 1 , 2 } + \phi _ { 1 , 1 , 3 } ) \; ,","\{ \vert \frac { 3 } { 1 } \vert _ { 1 } + \vert 2 \vert \sqrt { 3 } \vert \sqrt { 2 } \vert \frac { 3 } { 1 } \vert _ { 1 } + \vert \frac { 1 } { 1 } \vert _ { 1 } + \vert \phi _ { 1 , 1 , 2 } + \phi _ { 1 , 1 , 3 } \vert _ { 1 }",0,1,5850.530624389648,fraction_structure,failed: fraction_structure
sqrt_0047829.png,J _ { \pm } \ | j \ m \rangle _ { q } = \sqrt { [ m \pm j ] \ [ m \mp j \pm 1 ] } \ \ | j \ m \pm 1 \rangle _ { q },h _ { f } = \sqrt { \vert n \vert } = \sqrt { \vert n \vert } = \sqrt { \vert n \vert } = \sqrt { \vert n \vert } = \vert n \vert + 1 \vert n \vert + 1 \vert n \vert,0,1,3636.932611465454,bracket_mismatch,failed: bracket_mismatch
sqrt_0053506.png,\Delta x ( \tau ) = - \sqrt { S _ { e o } } \ x _ { o } ( \tau ) \Delta \tau _ { c },\Delta x ( \bar { t } ) = - \sqrt { \bar { S } _ { e \bar { 0 } } } \; x _ { \bar { 0 } } ( \bar { t } ) \Delta \bar { t } _ { \bar { 0 } },0,1,3893.2340145111084,bracket_mismatch,failed: bracket_mismatch
hwe_0000135.png,x ^ { 2 } + \frac { 1 5 } { 4 } - 1 0 x + 4 = \frac { 1 6 9 } { 4 } + x ^ { 2 } - 1 3 x,x ^ { 2 } + \frac { 1 5 } { 4 } - 1 0 x + 4 = \frac { 1 6 9 } { 4 } + x ^ { 2 } - 1 4 x,0,1,3078.541040420532,symbol_misrecognition,failed: symbol_misrecognition
hwe_0000001.png,N H _ { 4 } C l + N a C H = N a C l + N H _ { 3 } \uparrow + H _ { 2 } O,N a C l + N a C H = N C l + H _ { 2 } \uparrow + H _ { 2 } O,0,1,1843.3637619018555,bracket_mismatch,failed: bracket_mismatch
hwe_0000002.png,= \frac { n } { n + 1 } ( n \in N ^ { \ast } ),C = \frac { n } { n + 1 } ( n \in N ^ { \ast } ),0,1,1769.9215412139893,symbol_misrecognition,failed: symbol_misrecognition
hwe_0000010.png,s ( u ) = \frac { \sin ( u ) } { \sin ( \lambda ) },s ( u ) = \frac { \sin ( u ) } { \sin ( \lambda ) },1,1,1702.7969360351562,none,good
hwe_0000011.png,y - \frac { y - 1 } { 2 } = 1 - \frac { y - 2 } { 5 },y - \frac { y - 1 } { 2 } = 1 - \frac { y - 2 } { 5 },1,1,1914.0868186950684,none,good
hwe_0000012.png,"\{ a _ { 1 } , a _ { 2 } , a _ { 3 } , a _ { 4 } \}",\sum \limits _ { i } \alpha _ { 2 } \alpha _ { 3 } \alpha _ { 4 } \geq,0,0,2114.473581314087,bracket_mismatch,failed: bracket_mismatch
hwe_0000013.png,3 2 x ^ { 6 } - 4 8 x ^ { 4 } + 1 8 x ^ { 2 } - 1,3 2 x ^ { 2 } - 4 8 x ^ { 4 } + 1 8 x ^ { 2 } - 1,0,1,2060.314178466797,symbol_misrecognition,failed: symbol_misrecognition
hwe_0000016.png,| a | = | x ^ { 1 } | + \ldots + | x ^ { n } |,| a | = | x ^ { n } | + \cdots + | x ^ { n } |,0,1,1721.2607860565186,symbol_misrecognition,failed: symbol_misrecognition
hwe_0000018.png,\frac { - 5 + 1 0 i } { 2 5 } = \frac { - 1 + 2 1 } { 5 },\frac { - 5 + 1 0 i } { 2 5 } = \frac { - 1 + 2 1 } { 5 },1,1,2153.6026000976562,none,good
hwe_0000019.png,m _ { z n } = M _ { z n } \cdot n _ { z n } = 6 5 g / m o l \times 0 . 2 m o l = 1 3 g,n _ { H } = 1 1 . \cdots n _ { 1 } = 6 5 N / \cdots 0 . 1 2 m o l = 1 3 0,0,1,2359.3978881835938,bracket_mismatch,failed: bracket_mismatch
