image_id,latex_gt,latex_pred,correct_exact,render_success,inference_time_ms,error_type,note
frac_0000317.png,"\stackrel { \mathrm { G } } { { \mathcal L } } \, : = \frac { 1 } { 2 m } \left[ ( D _ { \alpha } \overline { { { \Psi } } } ) D ^ { \alpha } \Psi - m ^ { 2 } \overline { { { \Psi } } } \Psi \right] \, .",\stackrel { \mathrm { G } } { \mathcal { L } } : = \frac { 1 } { 2 m } \left[ ( D _ { \alpha } \overline { { { \Psi } } } ) D ^ { \alpha } \Psi - m ^ { 2 } \overline { { { \Psi } } } \Psi \right] \; .,0,0,4748.581409454346,symbol_misrecognition,failed: symbol_misrecognition
frac_0000328.png,\partial _ { \pm } = \frac { 1 } { 2 } \left( \partial _ { \tau } \pm \partial _ { \sigma } \right),\partial _ { \pm } = \frac { 1 } { 2 } \left( \partial _ { \tau } \pm \partial _ { \sigma } \right),1,1,2406.0418605804443,none,good
frac_0000404.png,\Delta = - D ^ { 2 } - \frac { \mathrm { i } } 2 \sigma _ { \mu \nu } F _ { \mu \nu } .,\Delta = - D ^ { 2 } - { \frac { \mathrm { i } } { 2 } } \sigma _ { \mu \nu } F _ { \mu \nu } .,0,1,2649.731397628784,bracket_mismatch,failed: bracket_mismatch
frac_0000480.png,\delta \phi = 2 \alpha \frac { H _ { e } ^ { 2 } } { m ^ { 2 } ( \phi _ { 0 } ) } ( \cos ( m ( \phi _ { 0 } ) ( \tau - \tau _ { e } ) ) - ( \frac { \tau _ { e } } { \tau } ) ^ { 2 } ) - \alpha \frac { H _ { e } ^ { 3 } } { m ( \phi _ { 0 } ) ^ { 3 } } \sin ( m ( \phi _ { 0 } ) ( \tau - \tau _ { e } ) ),\delta \phi = 2 \alpha \frac { H _ { e } ^ { 2 } } { m ^ { 2 } ( \phi _ { 0 } ) } ( \cos ( m ( \phi _ { 0 } ) ( \tau - \tau _ { e } ) ) - ( \frac { \tau _ { e } } { \tau } ) ^ { 2 } ) - \alpha \frac { H _ { e } ^ { 3 } } { m ( \phi _ { 0 } ) ^ { 3 } } \sin ( m ( \phi _ { 0 } ) ( \tau - \tau _ { e } ) ),1,1,8058.88032913208,none,good
frac_0000496.png,r = \frac { \alpha } { \beta } \vert \sin \beta \left( \sigma - \sigma _ { 0 } \right) \vert,r = \frac { \alpha } { \beta } | \sin \beta \left( \sigma - \sigma _ { 0 } \right) |,0,1,2161.816120147705,other_structure_error,failed: other_structure_error
supsub_0000030.png,S \sim \tilde { \psi } Q _ { o } \tilde { \psi } + g _ { s } ^ { 1 / 2 } \tilde { \psi } ^ { 3 } + \tilde { \phi } Q _ { c } \tilde { \phi } + g _ { s } \tilde { \phi } ^ { 3 } + \tilde { \phi } B ( g _ { s } ^ { 1 / 2 } \tilde { \psi } ) + \cdots .,S \sim \tilde { \psi } Q _ { o } \tilde { \psi } + g _ { s } ^ { 1 / 2 } \tilde { \psi } ^ { 3 } + \tilde { \phi } Q _ { c } \tilde { \phi } + g _ { s } \tilde { \phi } ^ { 3 } + \tilde { \phi } B ( g _ { s } ^ { 1 / 2 } \tilde { \psi } ) + \cdots .,1,1,6135.423898696899,none,good
supsub_0000069.png,"g _ { J _ { 1 } \, J _ { 2 } } ^ { J } \bigl ( J _ { 1 } , M _ { 1 } ; J _ { 2 } , M _ { 2 } \vert J _ { 1 } , J _ { 2 } ; J , M _ { 1 } + M _ { 2 } \bigr ) \, \Bigl ( \xi _ { M _ { 1 } + M _ { 2 } } ^ { ( J ) } ( \sigma _ { 1 } ) + \mathrm { d e s c e n d a n t s } \Bigr ) \Bigr \} ,","g _ { J _ { 1 } J _ { 2 } } ^ { J } ( J _ { 1 } , M _ { 1 } ; J _ { 2 } , M _ { 2 } | J _ { 1 } , J _ { 2 } ; J , M _ { 1 } + M _ { 2 } ) \, \Big ( \xi _ { M _ { 1 } + M _ { 2 } } ^ { ( J ) } ( \sigma _ { 1 } ) + \mathrm { d e s c e n d a n t s } \Big ) \Big \} ,",0,0,7559.611797332764,other_structure_error,failed: other_structure_error
supsub_0000160.png,"g x ( \alpha \cdot q , \xi ) \to \left\{ \begin{array} { c l } { { \mathrm { f i n i t e } , } } & { { \mathrm { f o r } \quad \pm \alpha _ { i } \in \Pi \quad ( \delta \leq 1 / h ) \quad \mathrm { a n d } \ \pm \alpha _ { h } \quad ( \delta = 1 / h ) , } } \\ { { 0 , } } & { { \mathrm { o t h e r w i s e , } } } \end{array} \right.","g x ( \alpha \cdot q , \xi ) \to \left\{ \begin{array} { c l l } { \mathrm { f i n i t e } , } & { \mathrm { f o r } \quad \pm \alpha _ { i } \in \Pi \quad ( \delta \leq 1 / h ) \quad \mathrm { a n d } \, \, \, \pm \alpha _ { h } } & { ( \delta = 1 / h ) , } \\ { 0 , } & { \mathrm { o t h e r w i s e } , } \end{array} \right.",0,0,7382.829666137695,bracket_mismatch,failed: bracket_mismatch
supsub_0000190.png,"\left( A _ { 0 } , A _ { 1 } , \phi , \pi _ { 0 } , \pi _ { 1 } , \pi _ { \phi } \right) \longleftrightarrow \left( \xi _ { 1 } , . . . , \xi _ { 6 } \right) ,","\left( A _ { 0 } , A _ { 1 } , \phi , \pi _ { 0 } , \pi _ { 1 } , \pi _ { \phi } \right) \longleftrightarrow \left( \xi _ { 1 } , . . . , \xi _ { 6 } \right) ,",1,1,4131.213903427124,none,good
supsub_0000313.png,"{ \cal R } = { \cal R } _ { r } \sin \eta , ~ ~ ~ \tau = { \cal R } _ { r } ( 1 - \cos \eta ) .","R = R _ { r } \sin \eta , \quad \tau = R _ { r } ( 1 - \cos \eta ) .",0,1,2028.2268524169922,bracket_mismatch,failed: bracket_mismatch
supsub_0000357.png,"\delta _ { { \hat { \xi } } _ { 2 } } L [ { \hat { \xi } } _ { 1 } ] = \left\{ L [ { \hat { \xi } } _ { 2 } ] , L [ { \hat { \xi } } _ { 1 } ] \right\} = L [ \{ { \hat { \xi } } _ { 1 } , { \hat { \xi } } _ { 2 } \} _ { \mathrm { \scriptsize ~ S D } } ] + K [ { \hat { \xi } } _ { 1 } , { \hat { \xi } } _ { 2 } ]","\delta _ { \hat { \xi } _ { 2 } } L [ \hat { \xi } _ { 1 } ] = \left\{ L [ \hat { \xi } _ { 2 } ] , L [ \hat { \xi } _ { 1 } ] \right\} = L [ \{ \hat { \xi } _ { 1 } , \hat { \xi } _ { 2 } \} _ { \mathrm { \scriptsize ~ S D } } ] + K [ \hat { \xi } _ { 1 } , \hat { \xi } _ { 2 } ]",0,0,7426.814317703247,bracket_mismatch,failed: bracket_mismatch
supsub_0000838.png,2 \kappa _ { 1 1 } { } ^ { 2 } T _ { 3 } { \tilde { T } } _ { 6 } = 2 \pi n,{ 2 \kappa _ { 1 1 } } ^ { 2 } T _ { 3 } \tilde { T } _ { 6 } = 2 \pi n,0,1,2361.8342876434326,bracket_mismatch,failed: bracket_mismatch
supsub_0000850.png,"( c _ { 0 } ^ { ( 1 ) } + c _ { 0 } ^ { ( 2 ) } + c _ { 0 } ^ { ( 3 ) } ) | V _ { 3 } \rangle = 0 , \ \ c _ { 0 } | I \star A \rangle = | I \star ( c _ { 0 } A ) \rangle , \ \ \forall A","( c _ { 0 } ^ { ( 1 ) } + c _ { 0 } ^ { ( 2 ) } + c _ { 0 } ^ { ( 3 ) } ) | V _ { 3 } \rangle = 0 , \; \; c _ { 0 } | I \star A \rangle = | I \star ( c _ { 0 } A ) \rangle , \; \; \forall A",0,1,5219.596147537231,symbol_misrecognition,failed: symbol_misrecognition
supsub_0001141.png,"\sigma _ { a b } = m ^ { 2 } \delta _ { a b } + v _ { a b } ,","\sigma _ { a b } = m ^ { 2 } \delta _ { a b } + v _ { a b } ,",1,1,1837.904691696167,none,good
supsub_0001170.png,\mathcal { F } _ { \mu \nu } ^ { a } = \left( \begin{array} { c c c c c c c } { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } \\ { { 0 } } & { { 0 } } & { { \mathcal { F } _ { 1 2 } ^ { a } } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } \\ { { 0 } } & { { - \mathcal { F } _ { 1 2 } ^ { a } } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } \\ { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { \mathcal { F } _ { 3 4 } ^ { a } } } & { { 0 } } & { { 0 } } \\ { { 0 } } & { { 0 } } & { { 0 } } & { { - \mathcal { F } _ { 3 4 } ^ { a } } } & { { 0 } } & { { 0 } } & { { 0 } } \\ { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { \mathcal { F } _ { 5 6 } ^ { a } } } \\ { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { 0 } } & { { - \mathcal { F } _ { 5 6 } ^ { a } } } & { { 0 } } \end{array} \right) .,\mathcal { F } _ { \mu \nu } ^ { a } = \left( \begin{array} { c c c c c c c } { 0 } & { 0 } & { 0 } & { 0 } & { 0 } & { 0 } & { 0 } \\ { 0 } & { 0 } & { \mathcal { F } _ { 1 2 } ^ { a } } & { 0 } & { 0 } & { 0 } & { 0 } \\ { 0 } & { - \mathcal { F } _ { 1 2 } ^ { a } } & { 0 } & { 0 } & { 0 } & { 0 } & { 0 } \\ { 0 } & { 0 } & { 0 } & { 0 } & { \mathcal { F } _ { 3 4 } ^ { a } } & { 0 } & { 0 } \\ { 0 } & { 0 } & { 0 } & { - \mathcal { F } _ { 3 4 } ^ { a } } & { 0 } & { 0 } & { 0 } \\ { 0 } & { 0 } & { 0 } & { 0 } & { 0 } & { 0 } & { \mathcal { F } _ { 5 6 } ^ { a } } \\ { 0 } & { 0 } & { 0 } & { 0 } & { 0 } & { - \mathcal { F } _ { 5 6 } ^ { a } } & { 0 } \end{array} \right) .,0,0,19501.986026763916,bracket_mismatch,failed: bracket_mismatch
sqrt_0001221.png,w ( m ) = w _ { 0 } ( m \sqrt { \alpha \prime } ) ^ { - a } e ^ { b m \sqrt { \alpha \prime } },w ( m ) = w _ { 0 } ( m \sqrt { \alpha ^ { \prime } } ) ^ { - a } e ^ { b m \sqrt { \alpha ^ { \prime } } },0,1,2893.972396850586,bracket_mismatch,failed: bracket_mismatch
sqrt_0003941.png,2 ( \lambda ^ { \prime } R ) ^ { \prime } = R ^ { - 1 } \mathrm { e } ^ { - \sqrt { 2 } \Phi } \rho \tilde { Q } ^ { 2 } + R ^ { - 1 } \mathrm { e } ^ { \sqrt { 2 } \Phi } \rho P ^ { 2 },2 ( \lambda ^ { \prime } R ) ^ { \prime } = R ^ { - 1 } \mathrm { e } ^ { - \sqrt { 2 } \Phi } \rho \tilde { Q } ^ { 2 } + R ^ { - 1 } \mathrm { e } ^ { \sqrt { 2 } \Phi } \rho P ^ { 2 },1,1,4784.125566482544,none,good
sqrt_0018554.png,"J _ { + } = \sqrt { 2 j } a ^ { \dagger } , \quad J _ { - } = \sqrt { 2 j } a , \quad \zeta = ( 2 j ) ^ { - 1 / 2 } \alpha ,","J _ { + } = \sqrt { 2 j } a ^ { \dagger } , \quad J _ { - } = \sqrt { 2 j } a , \quad \zeta = ( 2 j ) ^ { - 1 / 2 } \alpha ,",1,1,3347.8732109069824,none,good
sqrt_0019646.png,"\mathcal { L } _ { B } I = \sqrt { \operatorname * { d e t } ( \eta + b F ^ { \mu \nu } ) } = \sqrt { \operatorname * { d e t } H _ { \mu \nu } } ,","{ \mathcal { L } } _ { B } I = { \sqrt { \operatorname* { d e t } ( \eta + b F ^ { \mu \nu } ) } } = { \sqrt { \operatorname* { d e t } H _ { \mu \nu } } } ,",0,0,3712.679386138916,bracket_mismatch,failed: bracket_mismatch
sqrt_0024792.png,"\left\{ \begin{array} { r c l } { { d \hat { s } ^ { 2 } } } & { { = } } & { { R _ { 2 } ^ { 2 } \, d \Pi _ { ( 2 ) } ^ { 2 } - ( 2 R _ { 2 } ) ^ { 2 } \, d \Omega _ { ( 3 ) } ^ { 2 } \, , } } \\ { { } } & { { } } & { { } } \\ { { \hat { \mathcal { F } } _ { \chi \phi } } } & { { = } } & { { \sqrt { 3 } R _ { 2 } \, \mathrm { c h } \chi \, , } } \end{array} \right.","\left\{ \begin{array} { r c l } { { d \hat { s } ^ { 2 } } } & { { = } } & { { R _ { 2 } ^ { 2 } \, d \Pi _ { ( 2 ) } ^ { 2 } - ( 2 R _ { 2 } ) ^ { 2 } \, d \Omega _ { ( 3 ) } ^ { 2 } \, , } } \\ { { } } & { { } } & { { } } \\ { { \hat { \mathcal { F } } _ { \chi \phi } } } & { { = } } & { { \sqrt { 3 } R _ { 2 } \, \mathrm { c h } \chi \, , } } \end{array} \right.",1,0,9789.036512374878,none,good
sqrt_0033831.png,"\begin{array} { r c l c r c l c } { { \left[ K _ { a } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { \quad . \quad } } & { { \left[ K _ { a } , P _ { - } \right] } } & { { = } } & { { - \sqrt { 2 } P _ { a } } } & { { \quad . } } \\ { { \left[ L _ { a b } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { \quad . \quad } } & { { \left[ L _ { a b } , P _ { - } \right] } } & { { = } } & { { 0 } } & { { \quad . } } \\ { { \left[ K _ { \mu } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { \quad . \quad } } & { { \left[ K _ { \mu } , P _ { - } \right] } } & { { = } } & { { - \sqrt { 2 } P _ { \mu } } } & { { \quad . } } \\ { { \left[ L _ { \mu \nu } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { \quad . \quad } } & { { \left[ L _ { \mu \nu } , P _ { - } \right] } } & { { = } } & { { 0 } } & { { \quad . } } \\ { { \left[ \Delta , P _ { + } \right] } } & { { = } } & { { P _ { + } } } & { { \quad . \quad } } & { { \left[ \Delta , P _ { - } \right] } } & { { = } } & { { - P _ { - } } } & { { \quad . } } \end{array}","\begin{array} { r c l c r c l c l } { { \left[ K _ { a } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { . } } & { { \left[ K _ { a } , P _ { - } \right] } } & { { = } } & { { - \sqrt { 2 } P _ { a } } } & { { . } } \\ { { \left[ L _ { a b } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { . } } & { { \left[ L _ { a b } , P _ { - } \right] } } & { { = } } & { { 0 } } & { { . } } \\ { { \left[ K _ { \mu } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { . } } & { { \left[ K _ { \mu } , P _ { - } \right] } } & { { = } } & { { - \sqrt { 2 } P _ { \mu } } } & { { . } } \\ { { \left[ L _ { \mu \nu } , P _ { + } \right] } } & { { = } } & { { 0 } } & { { . } } & { { \left[ L _ { \mu \nu } , P _ { - } \right] } } & { { = } } & { { 0 } } & { { . } } \\ { { \left[ \Delta , P _ { + } \right] } } & { { = } } & { { P _ { + } } } & { { . } } & { { \left[ \Delta , P _ { - } \right] } } & { { = } } & { { - P _ { - } } } & { { . } } \end{array}",0,0,27314.84842300415,other_structure_error,failed: other_structure_error
sqrt_0043327.png,"\left\{ \Delta ( f ^ { - 1 } ) = 0 , ~ \mathrm { f o r } ~ - \omega \le k _ { 0 } \le \omega ~ , ~ \omega = + \sqrt { \vec { k } ^ { 2 } } ~ \mathrm { w h e n } ~ m = 0 \right\}","\left\{ \Delta ( f ^ { - 1 } ) = 0 , \; \mathrm { f o r } \; - \omega \leq k _ { 0 } \leq \omega \; , \; \omega = + \sqrt { \vec { k } ^ { 2 } } \; \mathrm { w h e n } \; m = 0 \right\}",0,1,4858.708381652832,other_structure_error,failed: other_structure_error
sqrt_0044415.png,"\xi _ { F I , 1 } ^ { 5 _ { 3 } } \sim ( 2 i \sqrt { 3 } ) \mathrm { T r } \tilde { B } _ { 2 } ^ { 5 _ { 3 } } ( \phi _ { 1 , 1 , 1 } + \phi _ { 1 , 1 , 2 } + \phi _ { 1 , 1 , 3 } ) \; ,","\xi _ { F I , 1 } ^ { 5 _ { 3 } } \sim ( 2 i \sqrt { 3 } ) \mathrm { T r } \tilde { B } _ { 2 } ^ { 5 _ { 3 } } ( \phi _ { 1 , 1 , 1 } + \phi _ { 1 , 1 , 2 } + \phi _ { 1 , 1 , 3 } ) \; ,",1,1,5650.274991989136,none,good
sqrt_0047829.png,J _ { \pm } \ | j \ m \rangle _ { q } = \sqrt { [ m \pm j ] \ [ m \mp j \pm 1 ] } \ \ | j \ m \pm 1 \rangle _ { q },J _ { \pm } \ | j \ m \rangle _ { q } = \sqrt { [ m \pm j ] \ [ m \mp j \pm 1 ] } \ \ | j \ m \pm 1 \rangle _ { q },1,1,3293.806791305542,none,good
sqrt_0053506.png,\Delta x ( \tau ) = - \sqrt { S _ { e o } } \ x _ { o } ( \tau ) \Delta \tau _ { c },\Delta x ( \tau ) = - \sqrt { S _ { e o } } \ x _ { o } ( \tau ) \Delta \tau _ { c },1,1,2415.539503097534,none,good
hwe_0000135.png,x ^ { 2 } + \frac { 1 5 } { 4 } - 1 0 x + 4 = \frac { 1 6 9 } { 4 } + x ^ { 2 } - 1 3 x,x ^ { 2 } + \frac { 1 5 } { 4 } - 1 0 x + 4 = \frac { 1 6 9 } { 4 } + x ^ { 2 } - 1 3 x,1,1,2921.5056896209717,none,good
hwe_0000001.png,N H _ { 4 } C l + N a C H = N a C l + N H _ { 3 } \uparrow + H _ { 2 } O,N H _ { 4 } C l + N a O H = N a C l + N H _ { 3 } \uparrow + H _ { 2 } O,0,1,2107.9745292663574,symbol_misrecognition,failed: symbol_misrecognition
hwe_0000002.png,= \frac { n } { n + 1 } ( n \in N ^ { \ast } ),C = \frac { n } { n + 1 } ( n \in N ^ { \ast } ),0,1,1670.1934337615967,symbol_misrecognition,failed: symbol_misrecognition
hwe_0000010.png,s ( u ) = \frac { \sin ( u ) } { \sin ( \lambda ) },s ( u ) = \frac { \sin ( u ) } { \sin ( \lambda ) },1,1,1608.5751056671143,none,good
hwe_0000011.png,y - \frac { y - 1 } { 2 } = 1 - \frac { y - 2 } { 5 },y - \frac { y - 1 } { 2 } = 1 - \frac { y - 2 } { 5 },1,1,1802.515983581543,none,good
hwe_0000012.png,"\{ a _ { 1 } , a _ { 2 } , a _ { 3 } , a _ { 4 } \}","\sum a _ { 1 } a _ { 2 , a _ { 3 } , a _ { 4 } } ]",0,1,1837.5144004821777,bracket_mismatch,failed: bracket_mismatch
hwe_0000013.png,3 2 x ^ { 6 } - 4 8 x ^ { 4 } + 1 8 x ^ { 2 } - 1,3 2 x ^ { 2 } - 4 8 x ^ { 4 } + 1 8 x ^ { 2 } - 1,0,1,1917.7520275115967,symbol_misrecognition,failed: symbol_misrecognition
hwe_0000016.png,| a | = | x ^ { 1 } | + \ldots + | x ^ { n } |,| a | = | x ^ { 1 } | + \cdots + | x ^ { n } |,0,1,1615.9923076629639,symbol_misrecognition,failed: symbol_misrecognition
hwe_0000018.png,\frac { - 5 + 1 0 i } { 2 5 } = \frac { - 1 + 2 1 } { 5 },\frac { - 5 + 1 0 i } { 2 5 } = \frac { - 1 + 2 1 } { 5 },1,1,2040.7109260559082,none,good
hwe_0000019.png,m _ { z n } = M _ { z n } \cdot n _ { z n } = 6 5 g / m o l \times 0 . 2 m o l = 1 3 g,m _ { z n } = M z \cdot n _ { z n } = 6 5 g / m o l \times 0 . 2 m o l = 1 3 g,0,1,2191.5946006774902,bracket_mismatch,failed: bracket_mismatch
